Customer_ID,Age,Gender,Income_Level,Occupation,Education_Level,Travel_Frequency,Destination,Trip_Duration,Travel_Purpose,Previous_Dental Treatment,General_Health_Status,Dental_Issue_History,Dental_Visit_Frequency,Previous_Insurance_Policy,Claims_History,Insurance_Duration,Online_Behavior,Marketing_Engagement,Social_Media_Activity,Credit_Score,Spending_Pattern,Payment_History,Propensity_Score
574,25,Male,101828,Engineer,Bachelor,10,International,25,Business,False,Average,False,4,True,0,1,Medium,Medium,Medium,701,High,Average,0.5403660804476993
575,23,Male,35120,Lawyer,PhD,2,Domestic,7,Business,True,Poor,True,3,False,1,9,Low,Low,High,602,High,Average,0.4612422894307585
576,21,Female,38000,Artist,Master,7,International,13,Medical,False,Average,False,5,True,0,8,Low,Low,High,701,Medium,Average,0.5815399678958536
577,68,Male,101792,Doctor,Bachelor,9,Domestic,25,Business,True,Poor,False,0,True,3,5,High,High,High,300,Medium,Average,0.5080580341493386
578,59,Male,57897,Engineer,High School,4,Domestic,22,Leisure,False,Good,False,3,False,2,7,Medium,Medium,Low,438,High,Good,0.2592889666995075
579,22,Male,111274,Doctor,PhD,4,Domestic,1,Business,True,Good,False,5,True,4,4,High,Medium,Low,574,High,Average,0.5847856163272089
580,53,Male,102154,Doctor,High School,6,Domestic,6,Medical,False,Good,False,5,True,5,1,Low,Low,Medium,835,Low,Good,0.4751379226354306
581,69,Female,75046,Artist,High School,10,Domestic,24,Business,True,Poor,True,6,True,4,7,Low,High,High,379,Low,Good,0.9977844785709185
582,57,Female,53966,Artist,Bachelor,2,Domestic,26,Medical,False,Average,True,0,True,4,10,High,Low,Medium,696,Medium,Average,0.123347280983581
583,76,Female,84950,Teacher,Bachelor,4,International,26,Leisure,True,Average,True,9,True,5,2,Medium,Low,Medium,659,High,Poor,0.7134525413513959
584,84,Female,146564,Teacher,High School,2,Domestic,22,Medical,True,Poor,True,3,False,3,4,Low,Low,Low,674,Low,Average,0.7246421176451691
585,66,Male,44433,Business,PhD,5,Domestic,1,Medical,True,Average,True,2,False,2,6,High,Medium,Medium,691,Low,Poor,0.5392273913807754
586,51,Female,129748,Doctor,Master,0,International,10,Business,False,Good,True,4,True,5,3,High,High,Medium,696,Medium,Poor,0.1359324333576725
587,54,Male,49302,Lawyer,High School,3,International,9,Medical,True,Poor,False,1,True,1,7,Low,Low,Medium,546,High,Poor,0.0071423251082579
588,61,Male,57717,Doctor,High School,6,International,11,Leisure,False,Poor,False,1,True,5,8,Low,Low,Medium,841,High,Average,0.6926886521756348
589,36,Male,132969,Engineer,High School,9,Domestic,26,Business,True,Poor,True,4,True,1,6,Low,Medium,High,490,High,Average,0.6387277134321999
590,41,Male,147848,Business,PhD,6,International,6,Leisure,True,Average,False,3,True,2,6,Low,High,Medium,303,High,Poor,0.5411348299277482
591,60,Male,129364,Doctor,Bachelor,0,International,19,Business,True,Average,True,5,True,5,6,High,Low,High,452,Low,Average,0.7378311649558643
592,30,Male,109511,Lawyer,PhD,4,International,10,Medical,True,Poor,True,3,False,0,2,Low,Low,High,645,Low,Average,0.5337540672425058
593,61,Female,98396,Artist,PhD,3,Domestic,23,Medical,False,Average,False,4,True,0,8,High,High,High,774,Medium,Good,0.2019756630596535
594,29,Female,93224,Business,PhD,1,International,6,Medical,False,Good,True,3,True,0,6,Low,Low,High,407,Medium,Average,0.4804566989329767
595,56,Male,111297,Doctor,High School,9,International,7,Business,False,Poor,False,4,False,4,8,Low,Medium,Low,630,High,Average,0.0281898000984051
596,24,Female,138910,Artist,Bachelor,0,International,5,Business,False,Average,True,1,False,4,6,Medium,High,High,599,Low,Average,0.4509569752931375
597,25,Female,50199,Artist,Bachelor,2,Domestic,19,Leisure,False,Average,True,5,True,1,10,High,High,High,501,High,Good,0.662502474175308
598,63,Female,113075,Doctor,Bachelor,5,International,3,Business,True,Poor,True,8,False,0,10,Medium,Medium,High,582,Medium,Poor,0.8684939070995188
599,74,Male,38733,Engineer,PhD,7,Domestic,30,Business,True,Average,True,4,False,2,2,Medium,High,Medium,546,Low,Good,0.7404465012483429
600,43,Female,104254,Lawyer,Master,2,International,19,Medical,False,Good,True,3,False,2,1,High,Low,Medium,625,Medium,Poor,0.5928940437901997
601,40,Male,116073,Engineer,High School,0,Domestic,17,Business,True,Good,False,2,False,1,3,Medium,Low,Low,734,High,Average,0.420697893539236
602,66,Male,149477,Doctor,PhD,5,Domestic,21,Medical,True,Good,False,4,True,0,8,Medium,Low,High,688,High,Poor,0.1892558010945468
603,67,Female,130662,Engineer,High School,9,International,7,Medical,True,Poor,False,2,False,3,6,Low,High,High,451,Low,Average,0.301540676734634
604,30,Female,59128,Teacher,Master,0,Domestic,11,Business,False,Average,False,1,True,2,2,High,Medium,Medium,760,Medium,Good,0.4026741305540892
605,88,Male,99933,Engineer,Bachelor,7,Domestic,3,Business,True,Poor,True,4,False,5,10,Medium,Medium,Medium,579,High,Average,0.7599228393977275
606,24,Male,92573,Artist,High School,4,International,10,Business,False,Poor,False,4,True,0,2,Medium,High,Low,508,Medium,Good,0.2042241285325471
607,61,Male,58469,Teacher,High School,5,Domestic,22,Leisure,True,Average,True,7,False,2,4,Medium,Medium,Low,767,High,Average,0.9790763707814806
608,58,Male,42638,Engineer,Bachelor,4,Domestic,13,Business,False,Good,True,1,False,1,2,Low,Medium,Medium,662,Low,Poor,0.6046716784629974
609,47,Male,68587,Engineer,Bachelor,0,Domestic,7,Medical,False,Average,False,5,True,1,1,Low,Medium,Low,730,Medium,Poor,0.0766806238386369
610,29,Female,66715,Artist,Master,3,Domestic,18,Medical,True,Good,True,1,True,3,2,Medium,High,High,322,Medium,Good,0.1205670946121196
611,90,Female,146646,Business,High School,5,Domestic,14,Leisure,True,Average,True,4,False,2,2,Low,Medium,Low,680,Medium,Poor,0.898266032977342
612,50,Female,114025,Engineer,Bachelor,2,Domestic,9,Business,True,Average,False,0,False,0,6,High,High,Medium,716,Medium,Poor,0.2147427652475311
613,24,Female,95018,Business,Master,1,Domestic,26,Business,False,Good,False,1,True,3,9,High,High,Low,495,High,Good,0.0655409877578806
614,54,Female,99971,Artist,PhD,1,Domestic,28,Business,False,Poor,False,3,True,3,9,Medium,Low,High,438,Low,Good,0.346076419525737
615,89,Female,66197,Doctor,High School,7,International,27,Medical,True,Average,True,7,True,5,9,Low,Low,High,457,High,Poor,0.9434840688313216
616,90,Female,117262,Artist,PhD,1,International,24,Medical,True,Poor,True,5,True,4,10,Medium,Low,Low,771,Low,Good,0.982784777946147
617,50,Female,88970,Lawyer,Bachelor,5,Domestic,9,Medical,True,Good,False,4,True,4,9,High,Low,Medium,846,High,Average,0.6337442098610238
618,61,Female,68966,Doctor,High School,10,International,12,Leisure,False,Poor,True,0,False,3,5,Medium,Medium,High,314,High,Poor,0.2939078718954456
619,77,Male,137660,Engineer,PhD,1,Domestic,18,Medical,True,Average,True,4,False,3,10,Medium,Low,High,581,Low,Poor,0.7827420366227156
620,67,Male,110005,Teacher,High School,0,Domestic,11,Leisure,True,Poor,True,3,False,1,4,High,Medium,Medium,773,High,Average,0.7905618817168637
621,45,Female,123818,Doctor,PhD,4,International,22,Medical,False,Good,True,3,True,2,2,Low,Medium,Low,671,Low,Good,0.0291094173388895
622,83,Female,112992,Artist,Master,5,International,22,Business,True,Poor,True,5,False,3,8,Medium,Low,High,659,Medium,Good,0.7403848864786172
623,34,Female,141217,Engineer,High School,10,Domestic,29,Leisure,True,Poor,True,3,False,1,2,High,High,Low,380,High,Good,0.3174926949738308
624,70,Female,121126,Teacher,High School,8,Domestic,3,Medical,False,Good,True,5,True,0,8,Medium,High,Low,567,Low,Good,0.144840593817853
625,23,Male,118019,Lawyer,Master,9,International,27,Medical,False,Good,False,3,False,2,8,High,Medium,Low,702,Medium,Good,0.0405311663062213
626,29,Male,87232,Lawyer,High School,5,Domestic,3,Business,True,Average,False,4,False,2,8,Medium,Medium,Low,509,Medium,Poor,0.1132817397962528
627,80,Female,126153,Business,Bachelor,8,Domestic,27,Leisure,True,Poor,True,8,True,2,6,Low,Low,Medium,377,Medium,Good,0.7409743367800218
628,58,Female,51439,Teacher,PhD,10,Domestic,20,Business,False,Good,True,1,False,3,10,High,Low,Medium,834,Low,Poor,0.1887807529424398
629,29,Female,71770,Artist,Bachelor,5,Domestic,2,Business,True,Poor,False,4,False,3,8,Low,Medium,High,426,Medium,Good,0.6761542323939028
630,33,Female,30846,Business,PhD,3,Domestic,21,Business,True,Poor,True,5,True,3,8,Medium,High,High,835,Medium,Average,0.6470728725163694
631,61,Female,102091,Teacher,PhD,0,Domestic,12,Leisure,True,Average,True,4,True,4,7,Low,Low,Medium,671,Medium,Average,0.3876160818865977
632,28,Male,65206,Engineer,Master,3,Domestic,14,Medical,False,Good,True,0,False,3,6,Medium,Low,High,423,High,Poor,0.462367247440489
633,32,Male,64378,Artist,High School,1,Domestic,23,Leisure,False,Average,True,4,True,3,7,Low,Low,High,306,Medium,Good,0.6350580176149149
634,19,Female,121568,Lawyer,Master,5,Domestic,9,Business,False,Poor,True,3,False,2,10,High,Medium,Medium,412,Medium,Good,0.5784312592493658
635,20,Female,50305,Business,Master,3,International,6,Leisure,True,Poor,True,0,True,0,1,Low,Medium,High,608,High,Good,0.0761265723061477
636,47,Male,35850,Teacher,Bachelor,9,International,23,Leisure,False,Poor,True,3,True,4,4,Low,Low,High,730,High,Good,0.6698639758446937
637,89,Female,136470,Engineer,Bachelor,8,International,12,Medical,True,Average,True,6,True,2,9,High,Low,High,646,High,Good,0.7139616787967172
638,63,Female,148386,Business,High School,2,Domestic,10,Medical,True,Poor,True,8,False,2,10,High,High,Low,804,Low,Average,0.9371740238151476
639,68,Female,143944,Business,Master,2,International,2,Medical,False,Good,False,4,False,2,9,High,Medium,Medium,753,High,Good,0.2018874412315959
640,39,Male,145632,Teacher,High School,2,International,25,Leisure,True,Poor,True,0,True,3,9,High,High,Low,677,Medium,Average,0.4036611929895064
641,65,Male,83835,Doctor,Bachelor,10,International,1,Business,True,Average,True,5,False,4,7,Low,High,Medium,695,Low,Good,0.1682295962875353
642,66,Male,130056,Doctor,High School,6,Domestic,28,Business,True,Good,False,1,False,3,3,Medium,Low,Low,456,Low,Average,0.0940032501134382
643,63,Male,116277,Artist,PhD,5,International,22,Leisure,True,Poor,False,5,False,3,1,High,High,Medium,720,Low,Poor,0.1405778996413353
644,81,Male,124838,Engineer,Master,4,International,24,Medical,True,Average,True,6,False,0,8,Low,Medium,Low,713,Medium,Poor,0.7651976782333989
645,30,Female,72627,Lawyer,PhD,6,International,20,Leisure,True,Good,False,0,False,0,3,Medium,High,Low,729,Medium,Average,0.3071281313428654
646,60,Male,102586,Lawyer,High School,7,International,19,Medical,True,Poor,True,5,True,3,7,Low,Medium,Medium,715,Low,Average,0.7418691080922798
647,53,Male,53099,Artist,High School,10,International,4,Medical,True,Good,True,2,True,3,8,Medium,Low,Medium,581,Medium,Poor,0.3178425348652679
648,62,Female,127284,Lawyer,High School,6,Domestic,21,Medical,False,Poor,False,4,True,5,7,Medium,Medium,Low,614,High,Good,0.2261687565302107
649,85,Female,100874,Teacher,Master,2,Domestic,24,Business,True,Poor,True,5,False,2,2,Low,Low,Low,332,High,Average,0.9967675009505804
650,71,Male,68109,Lawyer,Bachelor,9,Domestic,29,Medical,True,Poor,True,3,True,2,9,Low,Low,Medium,757,High,Poor,0.7124468683320161
651,66,Female,64466,Engineer,Bachelor,4,Domestic,15,Business,True,Poor,True,6,True,1,1,Low,Medium,Low,722,Low,Average,0.9191410027824496
652,88,Female,112790,Doctor,High School,9,Domestic,29,Medical,True,Poor,True,4,True,1,4,High,High,Low,373,Low,Good,0.7156794572602029
653,24,Female,123410,Business,Master,1,Domestic,18,Leisure,True,Poor,False,5,True,4,6,Low,Medium,High,688,Low,Poor,0.203240037828713
654,19,Female,149847,Teacher,Bachelor,8,Domestic,4,Business,False,Good,True,1,False,5,7,Medium,Medium,High,347,Medium,Average,0.4309571907017117
655,79,Female,143578,Engineer,Master,8,Domestic,17,Leisure,True,Average,True,2,False,0,8,Low,Low,High,714,Low,Good,0.9958470247278062
656,45,Female,70096,Doctor,Bachelor,9,Domestic,21,Leisure,True,Poor,False,2,False,5,2,High,High,Low,731,Low,Average,0.1202417361152585
657,29,Female,147612,Doctor,Master,0,Domestic,27,Medical,False,Good,False,4,False,4,8,High,High,Low,391,High,Poor,0.1309218192440154
658,54,Male,53286,Artist,Bachelor,1,Domestic,1,Medical,False,Good,False,3,False,2,7,High,High,Low,316,Low,Good,0.1958578470451302
659,47,Male,88396,Business,High School,6,International,29,Medical,True,Average,True,3,True,1,7,High,Medium,Low,811,Low,Poor,0.3983802180959829
660,22,Male,66302,Engineer,High School,10,International,6,Leisure,True,Average,True,3,True,5,2,Medium,Low,Medium,413,Low,Good,0.5033036841433867
661,30,Male,121858,Artist,PhD,6,Domestic,25,Leisure,True,Good,False,5,False,4,8,Medium,High,Low,481,High,Good,0.3092858309673009
662,36,Male,129328,Teacher,Master,1,International,11,Medical,True,Good,True,1,True,3,1,High,High,High,367,Medium,Good,0.1638687528621843
663,77,Male,75272,Lawyer,Bachelor,9,International,15,Medical,True,Average,True,7,False,5,3,High,High,Medium,415,High,Average,0.8217381765916949
664,76,Male,35712,Lawyer,Bachelor,3,Domestic,18,Medical,True,Poor,True,2,True,1,9,Low,High,Medium,473,Medium,Average,0.953046100765186
665,46,Female,78281,Teacher,High School,0,Domestic,1,Medical,True,Poor,False,1,True,3,2,Medium,Low,Medium,443,High,Poor,0.0480657393468321
666,64,Female,57253,Doctor,PhD,2,Domestic,10,Business,True,Average,True,4,True,2,10,High,Low,High,495,Low,Average,0.8944315405302546
667,83,Male,140431,Teacher,Master,10,Domestic,9,Leisure,True,Poor,True,7,True,4,3,Low,Medium,High,543,High,Poor,0.8775248433262192
668,62,Male,142572,Teacher,Master,6,Domestic,8,Leisure,False,Poor,True,3,True,4,4,Medium,High,Medium,760,High,Average,0.1679870254670751
669,66,Male,33419,Teacher,Master,2,Domestic,22,Business,True,Poor,True,7,True,5,4,Low,Medium,High,813,Medium,Poor,0.9361207274634236
670,70,Male,119713,Teacher,Master,8,Domestic,1,Business,True,Good,True,1,False,2,7,Low,High,Medium,426,Low,Poor,0.3023746219569597
671,59,Male,141638,Doctor,Bachelor,7,International,14,Medical,True,Average,True,0,False,0,9,Low,High,High,723,Medium,Average,0.1016253806329772
672,32,Female,37182,Business,Master,4,Domestic,23,Leisure,True,Poor,True,0,True,5,6,High,Medium,Medium,336,Low,Average,0.0805026447811986
673,54,Female,68055,Teacher,Bachelor,3,Domestic,13,Leisure,False,Average,True,0,True,2,5,Medium,High,Low,578,High,Poor,0.4086647024266984
674,90,Male,69524,Doctor,Master,6,Domestic,12,Medical,True,Poor,True,4,False,0,5,High,Low,Medium,604,Medium,Poor,0.778508836055679
675,82,Male,59331,Engineer,Bachelor,5,International,27,Business,True,Average,True,5,False,2,3,Medium,Low,High,629,Low,Good,0.7585680575965679
676,35,Male,114683,Engineer,Bachelor,6,International,1,Medical,False,Average,True,1,False,5,10,High,High,High,556,Medium,Average,0.3801971132659149
677,35,Male,61017,Business,Master,2,Domestic,5,Business,False,Poor,False,3,False,4,1,High,Medium,Low,516,Medium,Good,0.2659893462880217
678,46,Female,105744,Teacher,High School,5,International,14,Business,True,Poor,False,3,False,1,7,High,High,Low,405,High,Average,0.1190309483570691
679,52,Female,82327,Lawyer,PhD,0,Domestic,6,Medical,False,Average,False,0,False,1,10,Low,High,Low,461,Low,Poor,0.2183667882101009
680,26,Female,50532,Artist,PhD,9,International,16,Business,True,Average,False,4,True,3,2,Low,Low,High,792,Low,Poor,0.380386332756316
681,58,Female,128667,Business,Master,9,International,21,Business,True,Poor,True,0,False,5,2,Low,High,High,708,Medium,Average,0.3176698203627737
682,39,Male,42959,Artist,PhD,5,International,7,Leisure,False,Poor,False,4,False,1,2,High,High,Low,601,High,Poor,0.1026638052027583
683,84,Female,64213,Lawyer,Bachelor,4,Domestic,18,Medical,True,Poor,True,3,True,2,5,Low,Medium,High,370,Low,Average,0.9433485793563392
684,59,Female,106505,Engineer,Bachelor,6,International,3,Leisure,False,Good,False,4,False,5,3,High,Medium,Low,599,Low,Poor,0.5388839584115536
685,46,Female,127977,Teacher,Bachelor,1,Domestic,7,Medical,True,Poor,False,5,False,0,1,Low,Medium,High,565,Low,Poor,0.5713754613758747
686,20,Male,38965,Engineer,Bachelor,4,Domestic,24,Medical,False,Poor,True,5,True,4,7,Medium,High,High,529,High,Average,0.5641141158766905
687,78,Female,140029,Artist,Master,10,Domestic,15,Medical,True,Average,True,2,False,4,4,High,Medium,Medium,540,Medium,Average,0.8449245437639166
688,65,Female,138391,Lawyer,High School,9,Domestic,10,Medical,False,Poor,True,1,True,3,6,Medium,Medium,Medium,322,Medium,Good,0.3512340814933451
689,62,Female,67656,Engineer,Bachelor,9,International,22,Medical,True,Poor,False,4,False,1,6,High,Low,Low,646,High,Good,0.3847467477255186
690,88,Female,56610,Artist,Master,4,International,25,Medical,True,Average,True,3,True,2,8,High,Medium,Low,475,High,Good,0.8069974581828065
691,57,Female,104617,Engineer,Bachelor,6,International,9,Medical,False,Poor,True,5,False,3,5,Low,Low,Low,351,High,Good,0.4332177284261213
692,25,Female,48414,Business,High School,3,International,22,Business,False,Average,True,5,False,0,4,Low,Low,High,661,Medium,Poor,0.2165647766835747
693,63,Male,105315,Business,Bachelor,1,International,16,Business,True,Poor,True,5,False,3,9,Medium,High,High,723,High,Average,0.6966843693010523
694,77,Female,139744,Doctor,PhD,10,International,24,Leisure,True,Average,True,7,True,3,7,Medium,Low,High,678,Medium,Good,0.8334891036614928
695,69,Female,141846,Artist,PhD,9,Domestic,12,Leisure,True,Average,True,2,False,4,9,Low,High,Low,797,High,Poor,0.851409578363536
696,69,Female,133622,Business,PhD,8,International,8,Leisure,True,Good,True,0,False,3,9,High,Low,High,596,Medium,Good,0.4243368696843559
697,72,Female,143164,Business,Bachelor,8,Domestic,20,Leisure,True,Poor,True,2,False,5,7,Medium,Medium,Medium,655,Medium,Average,0.9892627161060978
698,30,Female,30582,Doctor,Master,1,International,10,Medical,True,Poor,True,3,True,2,3,Medium,Low,Medium,717,High,Average,0.221023720652885
699,37,Female,74674,Lawyer,Bachelor,9,Domestic,14,Medical,False,Poor,False,1,False,1,7,Medium,Medium,Medium,435,Medium,Poor,0.527413822424946
700,47,Male,141538,Engineer,High School,7,Domestic,10,Medical,True,Good,False,1,True,5,10,Low,Medium,Medium,440,Low,Poor,0.2121798667528585
701,58,Female,128366,Engineer,High School,5,Domestic,23,Business,True,Good,True,0,True,4,7,High,Medium,Medium,675,Low,Good,0.1243374720288308
702,29,Female,122606,Doctor,High School,6,Domestic,4,Business,True,Good,False,3,True,2,9,High,High,Low,639,Medium,Good,0.3943150079643639
703,53,Male,61827,Engineer,Bachelor,7,International,28,Business,True,Average,False,2,False,2,6,Low,High,Low,704,Low,Good,0.4671219721854395
704,70,Female,118250,Business,High School,1,International,1,Business,True,Good,True,2,False,5,2,Low,Medium,High,332,Low,Average,0.2920379758519695
705,36,Male,98128,Business,High School,9,International,5,Medical,True,Poor,False,2,True,4,10,Medium,Medium,Medium,510,Low,Average,0.160005297416841
706,60,Male,46563,Lawyer,PhD,2,Domestic,25,Medical,True,Poor,True,5,True,4,1,Low,High,High,793,Medium,Average,0.150685012529227
707,81,Female,104073,Engineer,High School,1,Domestic,1,Business,True,Average,True,6,True,1,8,Medium,Low,Low,568,Medium,Good,0.7601966137047624
708,83,Female,69370,Artist,High School,0,International,27,Medical,True,Average,True,7,False,0,10,Medium,High,Medium,553,High,Good,0.7015507288996613
709,55,Male,87231,Business,Bachelor,9,Domestic,18,Medical,False,Average,True,0,True,4,4,High,Low,High,845,High,Good,0.2923791826303356
710,56,Female,52214,Business,High School,8,International,6,Business,True,Poor,False,0,False,0,6,Medium,Medium,Medium,452,High,Good,0.6657613804090832
711,21,Male,77147,Teacher,PhD,8,Domestic,23,Business,False,Average,True,4,False,2,6,High,Low,Medium,728,Low,Average,0.0347329117444662
712,73,Female,109659,Doctor,PhD,2,Domestic,30,Leisure,True,Poor,True,3,False,5,10,High,Medium,High,508,Medium,Good,0.8132758485454691
713,50,Female,62165,Doctor,Bachelor,6,International,23,Business,False,Good,True,3,True,4,8,Medium,Low,Low,675,Low,Average,0.5142963195029229
714,21,Male,51199,Business,Bachelor,2,Domestic,3,Medical,False,Good,True,1,True,4,8,Medium,Medium,Low,399,Low,Good,0.6670693535040486
715,69,Male,32754,Lawyer,Master,1,International,12,Medical,True,Poor,True,9,False,1,7,Low,Low,Low,412,High,Average,0.7667247539274542
716,44,Female,141503,Doctor,Bachelor,0,International,15,Leisure,True,Average,True,4,False,0,8,High,High,Low,539,Medium,Average,0.4109380523889915
717,61,Female,120332,Lawyer,Bachelor,9,Domestic,1,Medical,True,Average,False,1,False,0,1,High,Low,Low,324,High,Good,0.1445585374637769
718,61,Male,144002,Teacher,High School,1,International,25,Leisure,True,Poor,True,8,True,4,6,Low,Medium,Medium,514,Medium,Average,0.8455232660995758
719,49,Male,128347,Doctor,High School,5,International,26,Medical,False,Poor,True,3,False,5,4,Low,Low,High,798,Medium,Poor,0.4091143247558111
720,36,Male,32823,Engineer,High School,8,International,20,Medical,True,Average,True,2,False,1,6,Medium,Low,High,770,Low,Good,0.5650481792818611
721,74,Female,127575,Engineer,PhD,2,International,24,Business,True,Poor,True,6,False,2,8,Low,Medium,Low,439,Medium,Poor,0.899414145026879
722,77,Male,93216,Lawyer,High School,10,International,19,Medical,True,Average,True,8,False,3,6,High,Low,Low,701,Medium,Good,0.8812889503420306
723,24,Male,90220,Engineer,Bachelor,8,Domestic,16,Leisure,False,Average,True,5,True,2,3,Medium,Low,Medium,497,Medium,Good,0.2888186345344515
724,89,Female,88026,Artist,PhD,1,International,2,Leisure,True,Poor,True,8,True,5,4,Low,Medium,High,587,High,Poor,0.7575163126414288
725,81,Female,85501,Business,Master,1,Domestic,22,Leisure,True,Poor,True,7,False,2,3,High,Medium,High,475,Medium,Poor,0.7905371248951231
726,36,Female,136607,Doctor,High School,4,Domestic,22,Business,False,Poor,True,0,False,0,5,Medium,Low,High,448,Low,Average,0.1453994625384217
727,32,Female,67321,Lawyer,Bachelor,0,Domestic,16,Business,False,Average,False,2,True,3,5,Low,High,High,643,High,Good,0.448744234636741
728,28,Male,38791,Engineer,High School,1,Domestic,1,Business,False,Average,False,4,True,5,7,Medium,Medium,Low,357,Medium,Good,0.2984282282364905
729,69,Female,116990,Artist,High School,6,Domestic,3,Medical,True,Poor,True,6,False,5,9,Low,High,Medium,504,Medium,Good,0.7015109912512847
730,86,Male,140283,Teacher,Bachelor,4,Domestic,27,Business,True,Poor,True,9,False,5,4,High,Low,High,321,High,Average,0.9459330082474668
731,57,Female,141393,Engineer,High School,9,International,7,Leisure,False,Average,True,5,True,5,1,Low,High,Medium,768,Low,Average,0.5982123325170452
732,53,Male,50632,Teacher,Bachelor,3,Domestic,7,Business,True,Good,False,2,True,1,3,Low,High,Low,701,Medium,Good,0.3041294153875248
733,68,Female,76648,Engineer,Master,4,Domestic,10,Leisure,True,Average,True,5,True,0,7,Low,Low,Low,542,High,Average,0.7753915072040855
734,30,Male,146295,Engineer,Bachelor,0,Domestic,24,Leisure,False,Poor,True,2,False,3,2,Medium,High,High,552,Low,Good,0.0269463549141463
735,53,Male,46238,Doctor,Master,6,Domestic,8,Business,False,Poor,False,3,True,2,7,Low,Low,Low,656,Medium,Poor,0.6200335712769892
736,25,Female,64207,Engineer,Master,10,International,1,Leisure,False,Good,True,3,False,5,6,Low,High,Medium,397,Low,Good,0.502759520114921
737,65,Female,96371,Teacher,High School,8,International,1,Medical,True,Poor,True,8,True,5,5,Medium,High,Low,388,High,Good,0.964476051977358
738,69,Male,109346,Teacher,Master,10,Domestic,25,Business,True,Poor,True,2,True,5,10,Medium,High,Medium,647,Low,Average,0.9815211294201684
739,49,Male,107916,Teacher,High School,8,Domestic,6,Leisure,False,Average,True,0,True,4,3,Low,High,Medium,463,High,Average,0.0558807078106257
740,23,Male,143390,Engineer,PhD,5,International,10,Medical,True,Good,False,2,True,0,10,High,Medium,Low,319,High,Poor,0.6595453953803848
741,88,Female,64439,Lawyer,Bachelor,0,Domestic,3,Business,True,Poor,True,2,False,2,7,Medium,High,Low,503,High,Good,0.7324624494463077
742,83,Female,92100,Lawyer,Bachelor,5,Domestic,7,Medical,True,Average,True,6,True,3,4,Medium,High,Low,308,Low,Good,0.977621297048994
743,31,Female,35276,Doctor,Bachelor,9,Domestic,30,Business,False,Good,False,0,True,2,1,Low,High,Low,543,Medium,Good,0.061527251812825
744,37,Female,51123,Teacher,Bachelor,8,International,26,Business,True,Average,True,0,True,0,9,Low,High,High,834,High,Average,0.3656939098931433
745,89,Male,145042,Engineer,Bachelor,8,International,5,Medical,True,Poor,True,6,True,3,8,Medium,Medium,Medium,762,Low,Good,0.973272180143152
746,54,Male,136593,Business,Bachelor,9,International,27,Business,True,Poor,True,2,True,5,6,Medium,Low,High,491,Low,Good,0.3236889152500272
747,24,Female,138016,Teacher,PhD,2,Domestic,2,Medical,True,Poor,False,3,True,2,1,Medium,Low,Low,359,Low,Good,0.3947511998803431
748,31,Male,106113,Engineer,High School,2,International,23,Medical,True,Good,True,4,True,2,4,Medium,Low,Medium,548,High,Poor,0.0478462694173085
749,75,Female,58213,Lawyer,Master,9,Domestic,15,Medical,True,Poor,True,5,False,5,8,Medium,Medium,High,677,High,Good,0.8153956311787307
750,70,Male,68407,Artist,High School,7,Domestic,26,Business,True,Poor,True,2,True,0,1,Medium,High,Medium,744,Medium,Average,0.9309812313691987
751,58,Male,131132,Lawyer,High School,8,Domestic,30,Leisure,False,Poor,True,4,False,5,2,High,Medium,Medium,563,Medium,Good,0.4924736083408868
752,59,Male,92536,Lawyer,Master,2,Domestic,17,Medical,False,Poor,True,5,False,1,4,Medium,Medium,Low,607,Low,Good,0.2885614349869169
753,55,Female,131387,Artist,High School,10,Domestic,3,Business,True,Average,True,5,True,4,3,High,High,High,329,Medium,Good,0.516020653152371
754,30,Male,74234,Doctor,Bachelor,10,International,15,Business,True,Poor,False,1,False,3,10,High,Low,Medium,506,High,Average,0.2682929298139817
755,73,Female,136591,Business,Bachelor,0,International,12,Business,True,Average,True,8,False,0,8,Medium,Low,Medium,304,High,Average,0.7489306850725251
756,69,Female,83478,Teacher,Bachelor,0,International,25,Business,True,Average,False,0,False,1,1,High,Medium,Low,824,Low,Good,0.5129468851040807
757,55,Female,147108,Teacher,Master,4,Domestic,28,Leisure,False,Average,True,2,True,4,9,High,Low,High,398,High,Average,0.0064880892043241
758,63,Male,137826,Engineer,Master,5,Domestic,17,Leisure,False,Average,False,0,True,2,4,High,High,Low,366,Medium,Poor,0.5934118642826635
759,43,Female,107783,Engineer,Bachelor,2,International,4,Medical,True,Poor,False,5,True,2,7,High,Low,Medium,601,Medium,Average,0.0388103591086794
760,18,Male,105316,Lawyer,Bachelor,3,International,1,Leisure,False,Poor,False,4,False,5,7,Medium,Medium,High,335,Medium,Good,0.1421951826560235
761,63,Male,58867,Lawyer,High School,9,Domestic,6,Business,True,Poor,True,5,False,3,3,High,Low,Medium,534,Medium,Average,0.9486997544430934
762,84,Male,145587,Lawyer,PhD,2,Domestic,29,Medical,True,Poor,True,9,False,4,1,Low,Medium,Low,527,Medium,Average,0.986922142002286
763,65,Female,137738,Teacher,PhD,1,Domestic,3,Business,True,Average,True,9,True,2,6,Medium,High,High,679,High,Poor,0.7612783508713177
764,69,Male,61464,Engineer,Bachelor,10,International,25,Leisure,False,Average,True,1,True,3,10,Medium,High,Low,708,Medium,Poor,0.0784048872710275
