"ROW_I","attribute_1","attribute_2","attribute_3","attribute_4","attribute_5","attribute_6","attribute_7","attribute_8","attribute_9","attribute_10","attribute_11","attribute_12","attribute_13","attribute_14","attribute_15","attribute_16","attribute_17","attribute_18","attribute_19","attribute_20","attribute_21","attribute_22","attribute_23","attribute_24","attribute_25","attribute_26","attribute_27","attribute_28","attribute_29","attribute_30","attribute_31","attribute_32","attribute_33","attribute_34","attribute_35","attribute_36","attribute_37","attribute_38","attribute_39","attribute_40","attribute_41","attribute_42","attribute_43","attribute_44","attribute_45","attribute_46","attribute_47","attribute_48","attribute_49","attribute_50","attribute_51","attribute_52","attribute_53","attribute_54","attribute_55","attribute_56","attribute_57","attribute_58","attribute_59","attribute_60","Target_Col"
165,0.01630,0.01980,0.02020,0.03860,0.07520,0.14440,0.14870,0.14840,0.24420,0.28220,0.36910,0.37500,0.39270,0.33080,0.10850,0.11390,0.34460,0.54410,0.64700,0.72760,0.78940,0.82640,0.86970,0.78360,0.71400,0.56980,0.29080,0.46360,0.64090,0.74050,0.80690,0.84200,1.00000,0.95360,0.67550,0.39050,0.12490,0.36290,0.63560,0.81160,0.76640,0.54170,0.26140,0.17230,0.28140,0.27640,0.19850,0.15020,0.12190,0.04930,0.00270,0.00770,0.00260,0.00310,0.00830,0.00200,0.00840,0.01080,0.00830,0.00330,Mine
115,0.01140,0.02220,0.02690,0.03840,0.12170,0.20620,0.14890,0.09290,0.13500,0.17990,0.24860,0.29730,0.36720,0.43940,0.52580,0.67550,0.74020,0.82840,0.90330,0.95840,1.00000,0.99820,0.88990,0.74930,0.63670,0.67440,0.72070,0.68210,0.55120,0.47890,0.39240,0.25330,0.10890,0.13900,0.25510,0.33010,0.28180,0.21420,0.22660,0.21420,0.23540,0.28710,0.25960,0.19250,0.12560,0.10030,0.09510,0.12100,0.07280,0.01740,0.02130,0.02690,0.01520,0.02570,0.00970,0.00410,0.00500,0.01450,0.01030,0.00250,Mine
67,0.02650,0.04400,0.01370,0.00840,0.03050,0.04380,0.03410,0.07800,0.08440,0.07790,0.03270,0.20600,0.19080,0.10650,0.14570,0.22320,0.20700,0.11050,0.10780,0.11650,0.22240,0.06890,0.20600,0.23840,0.09040,0.22780,0.58720,0.84570,0.84670,0.76790,0.80550,0.62600,0.65450,0.87470,0.98850,0.93480,0.69600,0.57330,0.58720,0.66630,0.56510,0.52470,0.36840,0.19970,0.15120,0.05080,0.09310,0.09820,0.05240,0.01880,0.01000,0.00380,0.01870,0.01560,0.00680,0.00970,0.00730,0.00810,0.00860,0.00950,Rock
180,0.03940,0.04200,0.04460,0.05510,0.05970,0.14160,0.09560,0.08020,0.16180,0.25580,0.30780,0.34040,0.34000,0.39510,0.33520,0.22520,0.20860,0.22480,0.33820,0.45780,0.64740,0.67080,0.70070,0.76190,0.77450,0.67670,0.73730,0.78340,0.96190,1.00000,0.80860,0.55580,0.54090,0.49880,0.31080,0.28970,0.22440,0.09600,0.22870,0.32280,0.34540,0.38820,0.32400,0.09260,0.11730,0.05660,0.07660,0.09690,0.05880,0.00500,0.01180,0.01460,0.00400,0.01140,0.00320,0.00620,0.01010,0.00680,0.00530,0.00870,Mine
69,0.01950,0.01420,0.01810,0.04060,0.03910,0.02490,0.08920,0.09730,0.08400,0.11910,0.15220,0.13220,0.14340,0.12440,0.06530,0.08900,0.12260,0.18460,0.38800,0.36580,0.22970,0.26100,0.41930,0.58480,0.56430,0.54480,0.47720,0.68970,0.97970,1.00000,0.95460,0.88350,0.76620,0.65470,0.54470,0.45930,0.46790,0.19870,0.06990,0.14930,0.17130,0.16540,0.26000,0.38460,0.37540,0.24140,0.10770,0.02240,0.01550,0.01870,0.01250,0.00280,0.00670,0.01200,0.00120,0.00220,0.00580,0.00420,0.00670,0.00120,Rock
73,0.02080,0.01860,0.01310,0.02110,0.06100,0.06130,0.06120,0.05060,0.09890,0.10930,0.10630,0.11790,0.12910,0.15910,0.16800,0.19180,0.16150,0.16470,0.13970,0.14260,0.24290,0.28160,0.42900,0.64430,0.90610,1.00000,0.80870,0.61190,0.52600,0.36770,0.27460,0.10200,0.13390,0.15820,0.19520,0.17870,0.04290,0.10960,0.17620,0.24810,0.31500,0.29200,0.19020,0.06960,0.07580,0.09100,0.04410,0.02440,0.02650,0.00950,0.01400,0.00740,0.00630,0.00810,0.00870,0.00440,0.00280,0.00190,0.00490,0.00230,Rock
189,0.00890,0.02740,0.02480,0.02370,0.02240,0.08450,0.14880,0.12240,0.15690,0.21190,0.30030,0.30940,0.27430,0.25470,0.18700,0.14520,0.14570,0.24290,0.32590,0.36790,0.33550,0.31000,0.39140,0.52800,0.64090,0.77070,0.87540,1.00000,0.98060,0.69690,0.49730,0.50200,0.53590,0.38420,0.18480,0.11490,0.15700,0.13110,0.15830,0.26310,0.31030,0.45120,0.37850,0.12690,0.14590,0.10920,0.14850,0.13850,0.07160,0.01760,0.01990,0.00960,0.01030,0.00930,0.00250,0.00440,0.00210,0.00690,0.00600,0.00180,Mine
204,0.01870,0.03460,0.01680,0.01770,0.03930,0.16300,0.20280,0.16940,0.23280,0.26840,0.31080,0.29330,0.22750,0.09940,0.18010,0.22000,0.27320,0.28620,0.20340,0.17400,0.41300,0.68790,0.81200,0.84530,0.89190,0.93000,0.99870,1.00000,0.81040,0.61990,0.60410,0.55470,0.41600,0.14720,0.08490,0.06080,0.09690,0.14110,0.16760,0.12000,0.12010,0.10360,0.19770,0.13390,0.09020,0.10850,0.15210,0.13630,0.08580,0.02900,0.02030,0.01160,0.00980,0.01990,0.00330,0.01010,0.00650,0.01150,0.01930,0.01570,Mine
66,0.01760,0.01720,0.05010,0.02850,0.02620,0.03510,0.03620,0.05350,0.02580,0.04740,0.05260,0.18540,0.10400,0.09480,0.09120,0.16880,0.15680,0.03750,0.13160,0.20860,0.19760,0.09460,0.19650,0.12420,0.06160,0.21410,0.46420,0.64710,0.63400,0.61070,0.70460,0.53760,0.59340,0.84430,0.94810,0.97050,0.77660,0.63130,0.57600,0.61480,0.54500,0.48130,0.34060,0.19160,0.11340,0.06400,0.09110,0.09800,0.05630,0.01870,0.00880,0.00420,0.01750,0.01710,0.00790,0.00500,0.01120,0.01790,0.02940,0.00630,Rock
6,0.02860,0.04530,0.02770,0.01740,0.03840,0.09900,0.12010,0.18330,0.21050,0.30390,0.29880,0.42500,0.63430,0.81980,1.00000,0.99880,0.95080,0.90250,0.72340,0.51220,0.20740,0.39850,0.58900,0.28720,0.20430,0.57820,0.53890,0.37500,0.34110,0.50670,0.55800,0.47780,0.32990,0.21980,0.14070,0.28560,0.38070,0.41580,0.40540,0.32960,0.27070,0.26500,0.07230,0.12380,0.11920,0.10890,0.06230,0.04940,0.02640,0.00810,0.01040,0.00450,0.00140,0.00380,0.00130,0.00890,0.00570,0.00270,0.00510,0.00620,Rock
163,0.02170,0.01520,0.03460,0.03460,0.04840,0.05260,0.07730,0.08620,0.14510,0.21100,0.23430,0.20870,0.16450,0.16890,0.16500,0.19670,0.29340,0.37090,0.43090,0.41610,0.51160,0.65010,0.77170,0.84910,0.91040,0.89120,0.81890,0.67790,0.53680,0.52070,0.56510,0.57490,0.52500,0.42550,0.33300,0.23310,0.14510,0.16480,0.26940,0.37300,0.44670,0.41330,0.37430,0.30210,0.20690,0.17900,0.16890,0.13410,0.07690,0.02220,0.02050,0.01230,0.00670,0.00110,0.00260,0.00490,0.00290,0.00220,0.00220,0.00320,Mine
24,0.01150,0.01500,0.01360,0.00760,0.02110,0.10580,0.10230,0.04400,0.09310,0.07340,0.07400,0.06220,0.10550,0.11830,0.17210,0.25840,0.32320,0.38170,0.42430,0.42170,0.44490,0.40750,0.33060,0.40120,0.44660,0.52180,0.75520,0.95030,1.00000,0.90840,0.82830,0.75710,0.72620,0.61520,0.56800,0.57570,0.53240,0.36720,0.16690,0.08660,0.06460,0.18910,0.26830,0.28870,0.23410,0.16680,0.10150,0.11950,0.07040,0.01670,0.01070,0.00910,0.00160,0.00840,0.00640,0.00260,0.00290,0.00370,0.00700,0.00410,Rock
62,0.01350,0.00450,0.00510,0.02890,0.05610,0.09290,0.10310,0.08830,0.15960,0.19080,0.15760,0.11120,0.11970,0.11740,0.14150,0.22150,0.26580,0.27130,0.38620,0.57170,0.67970,0.87470,1.00000,0.89480,0.84200,0.91740,0.93070,0.90500,0.82280,0.69860,0.58310,0.49240,0.45630,0.51590,0.56700,0.52840,0.51440,0.37420,0.22820,0.11930,0.10880,0.04310,0.10700,0.05830,0.00460,0.04730,0.04080,0.02900,0.01920,0.00940,0.00250,0.00370,0.00840,0.01020,0.00960,0.00240,0.00370,0.00280,0.00300,0.00300,Rock
206,0.05220,0.04370,0.01800,0.02920,0.03510,0.11710,0.12570,0.11780,0.12580,0.25290,0.27160,0.23740,0.18780,0.09830,0.06830,0.15030,0.17230,0.23390,0.19620,0.13950,0.31640,0.58880,0.76310,0.84730,0.94240,0.99860,0.96990,1.00000,0.86300,0.69790,0.77170,0.73050,0.51970,0.17860,0.10980,0.14460,0.10660,0.14400,0.19290,0.03250,0.14900,0.03280,0.05370,0.13090,0.09100,0.07570,0.10590,0.10050,0.05350,0.02350,0.01550,0.01600,0.00290,0.00510,0.00620,0.00890,0.01400,0.01380,0.00770,0.00310,Mine
20,0.01260,0.01490,0.06410,0.17320,0.25650,0.25590,0.29470,0.41100,0.49830,0.59200,0.58320,0.54190,0.54720,0.53140,0.49810,0.69850,0.82920,0.78390,0.82150,0.93630,1.00000,0.92240,0.78390,0.54700,0.45620,0.59220,0.54480,0.39710,0.08820,0.23850,0.20050,0.05870,0.25440,0.20090,0.03290,0.15470,0.12120,0.24460,0.31710,0.31950,0.30510,0.08360,0.12660,0.13810,0.11360,0.05160,0.00730,0.02780,0.03720,0.01210,0.01530,0.00920,0.00350,0.00980,0.01210,0.00060,0.01810,0.00940,0.01160,0.00630,Rock
126,0.02280,0.08530,0.10000,0.04280,0.11170,0.16510,0.15970,0.21160,0.32950,0.35170,0.33300,0.36430,0.40200,0.47310,0.51960,0.65730,0.84260,0.84760,0.83440,0.84530,0.79990,0.85370,0.96420,1.00000,0.93570,0.94090,0.90700,0.71040,0.63200,0.56670,0.35010,0.24470,0.16980,0.32900,0.36740,0.23310,0.24130,0.25560,0.18920,0.19400,0.30740,0.27850,0.03080,0.12380,0.18540,0.17530,0.10790,0.07280,0.02420,0.01910,0.01590,0.01720,0.01910,0.02600,0.01400,0.01250,0.01160,0.00930,0.00120,0.00360,Mine
71,0.00650,0.01220,0.00680,0.01080,0.02170,0.02840,0.05270,0.05750,0.10540,0.11090,0.09370,0.08270,0.09200,0.09110,0.14870,0.16660,0.12680,0.13740,0.10950,0.12860,0.21460,0.28890,0.42380,0.61680,0.81670,0.96220,0.82800,0.58160,0.46670,0.35390,0.27270,0.14100,0.18630,0.21760,0.23600,0.17250,0.05890,0.06210,0.18470,0.24520,0.29840,0.30410,0.22750,0.14800,0.11020,0.11780,0.06080,0.03330,0.02760,0.01000,0.00230,0.00690,0.00250,0.00270,0.00520,0.00360,0.00260,0.00360,0.00060,0.00350,Rock
75,0.01090,0.00930,0.01210,0.03780,0.06790,0.08630,0.10040,0.06640,0.09410,0.10360,0.09720,0.05010,0.15460,0.34040,0.48040,0.65700,0.77380,0.78270,0.81520,0.81290,0.82970,0.85350,0.88700,0.88940,0.89800,0.96670,1.00000,0.91340,0.67620,0.46590,0.28950,0.29590,0.17460,0.21120,0.25690,0.22760,0.21490,0.16010,0.03710,0.01170,0.04880,0.02880,0.05970,0.04310,0.03690,0.00250,0.03270,0.02570,0.01820,0.01080,0.01240,0.00770,0.00230,0.01170,0.00530,0.00770,0.00760,0.00560,0.00550,0.00390,Rock
29,0.01000,0.02750,0.01900,0.03710,0.04160,0.02010,0.03140,0.06510,0.18960,0.26680,0.33760,0.32820,0.24320,0.12680,0.12780,0.44410,0.67950,0.70510,0.79660,0.94010,0.98570,0.81930,0.57890,0.63940,0.70430,0.68750,0.40810,0.18110,0.20640,0.39170,0.37910,0.20420,0.22270,0.33410,0.39840,0.50770,0.55340,0.33520,0.27230,0.22780,0.20440,0.19860,0.08350,0.09080,0.13800,0.19480,0.12110,0.08430,0.05890,0.02470,0.01180,0.00880,0.01040,0.00360,0.00880,0.00470,0.01170,0.00200,0.00910,0.00580,Rock
35,0.03110,0.04910,0.06920,0.08310,0.00790,0.02000,0.09810,0.10160,0.20250,0.07670,0.17670,0.25550,0.28120,0.27220,0.32270,0.34630,0.53950,0.79110,0.90640,0.87010,0.76720,0.29570,0.41480,0.60430,0.31780,0.34820,0.61580,0.80490,0.62890,0.49990,0.58300,0.66600,0.41240,0.12600,0.24870,0.46760,0.53820,0.31500,0.21390,0.18480,0.16790,0.23280,0.10150,0.07130,0.06150,0.07790,0.07610,0.08450,0.05920,0.00680,0.00890,0.00870,0.00320,0.01300,0.01880,0.01010,0.02290,0.01820,0.00460,0.00380,Rock
164,0.00720,0.00270,0.00890,0.00610,0.04200,0.08650,0.11820,0.09990,0.19760,0.23180,0.24720,0.28800,0.21260,0.07080,0.11940,0.28080,0.42210,0.52790,0.58570,0.61530,0.67530,0.78730,0.89740,0.98280,1.00000,0.84600,0.60550,0.30360,0.01440,0.25260,0.43350,0.49180,0.54090,0.59610,0.52480,0.37770,0.23690,0.17200,0.18780,0.32500,0.25750,0.24230,0.27060,0.23230,0.17240,0.14570,0.11750,0.08680,0.03920,0.01310,0.00920,0.00780,0.00710,0.00810,0.00340,0.00640,0.00370,0.00360,0.00120,0.00370,Mine
176,0.02940,0.01230,0.01170,0.01130,0.04970,0.09980,0.13260,0.11170,0.29840,0.34730,0.42310,0.50440,0.52370,0.43980,0.32360,0.29560,0.32860,0.32310,0.45280,0.63390,0.70440,0.83140,0.84490,0.85120,0.91380,0.99850,1.00000,0.75440,0.46610,0.39240,0.38490,0.46740,0.42450,0.30950,0.07520,0.28850,0.40720,0.31700,0.28630,0.26340,0.05410,0.18740,0.34590,0.46460,0.43660,0.25810,0.13190,0.05050,0.01120,0.00590,0.00410,0.00560,0.01040,0.00790,0.00140,0.00540,0.00150,0.00060,0.00810,0.00430,Mine
121,0.03460,0.05090,0.00790,0.02430,0.04320,0.07350,0.09380,0.11340,0.12280,0.15080,0.18090,0.23900,0.29470,0.28660,0.40100,0.53250,0.54860,0.58230,0.60410,0.67490,0.70840,0.78900,0.92840,0.97810,0.97380,1.00000,0.97020,0.99560,0.82350,0.60200,0.53420,0.48670,0.35260,0.15660,0.09460,0.16130,0.28240,0.33900,0.30190,0.29450,0.29780,0.26760,0.20550,0.20690,0.16250,0.12160,0.10130,0.07440,0.03860,0.00500,0.01460,0.00400,0.01220,0.01070,0.01120,0.01020,0.00520,0.00240,0.00790,0.00310,Mine
1,0.02000,0.03710,0.04280,0.02070,0.09540,0.09860,0.15390,0.16010,0.31090,0.21110,0.16090,0.15820,0.22380,0.06450,0.06600,0.22730,0.31000,0.29990,0.50780,0.47970,0.57830,0.50710,0.43280,0.55500,0.67110,0.64150,0.71040,0.80800,0.67910,0.38570,0.13070,0.26040,0.51210,0.75470,0.85370,0.85070,0.66920,0.60970,0.49430,0.27440,0.05100,0.28340,0.28250,0.42560,0.26410,0.13860,0.10510,0.13430,0.03830,0.03240,0.02320,0.00270,0.00650,0.01590,0.00720,0.01670,0.01800,0.00840,0.00900,0.00320,Rock
50,0.01190,0.05820,0.06230,0.06000,0.13970,0.18830,0.14220,0.14470,0.04870,0.08640,0.21430,0.37200,0.26650,0.21130,0.11030,0.11360,0.19340,0.41420,0.32790,0.62220,0.74680,0.76760,0.78670,0.82530,1.00000,0.94810,0.75390,0.60080,0.54370,0.53870,0.56190,0.51410,0.60840,0.56210,0.59560,0.60780,0.50250,0.28290,0.04770,0.28110,0.34220,0.51470,0.43720,0.24700,0.17080,0.13430,0.08380,0.07550,0.03040,0.00740,0.00690,0.00250,0.01030,0.00740,0.01230,0.00690,0.00760,0.00730,0.00300,0.01380,Rock
25,0.02930,0.06440,0.03900,0.01730,0.04760,0.08160,0.09930,0.03150,0.07360,0.08600,0.04140,0.04720,0.08350,0.09380,0.14660,0.08090,0.11790,0.21790,0.33260,0.32580,0.21110,0.23020,0.33610,0.42590,0.46090,0.26060,0.08740,0.28620,0.56060,0.83440,0.80960,0.72500,0.80480,0.94350,1.00000,0.89600,0.55160,0.30370,0.23380,0.23820,0.33180,0.38210,0.15750,0.22280,0.15820,0.14330,0.16340,0.11330,0.05670,0.01330,0.01700,0.00350,0.00520,0.00830,0.00780,0.00750,0.01050,0.01600,0.00950,0.00110,Rock
201,0.01310,0.03870,0.03290,0.00780,0.07210,0.13410,0.16260,0.19020,0.26100,0.31930,0.34680,0.37380,0.30550,0.19260,0.13850,0.21220,0.27580,0.45760,0.64870,0.71540,0.80100,0.79240,0.87930,1.00000,0.98650,0.94740,0.94740,0.93150,0.83260,0.62130,0.37720,0.28220,0.20420,0.21900,0.22230,0.13270,0.05210,0.06180,0.14160,0.14600,0.08460,0.10550,0.16390,0.19160,0.20850,0.23350,0.19640,0.13000,0.06330,0.01830,0.01370,0.01500,0.00760,0.00320,0.00370,0.00710,0.00400,0.00090,0.00150,0.00850,Mine
142,0.07070,0.12520,0.14470,0.16440,0.16930,0.08440,0.07150,0.09470,0.15830,0.12470,0.23400,0.17640,0.22840,0.31150,0.47250,0.55430,0.53860,0.37460,0.45830,0.59610,0.74640,0.76440,0.57110,0.62570,0.66950,0.71310,0.75670,0.80770,0.84770,0.92890,0.95130,0.79950,0.43620,0.40480,0.49520,0.17120,0.36520,0.37630,0.28410,0.04270,0.53310,0.69520,0.42880,0.30630,0.58350,0.56920,0.26300,0.11960,0.09830,0.03740,0.02910,0.01560,0.01970,0.01350,0.01270,0.01380,0.01330,0.01310,0.01540,0.02180,Mine
195,0.03920,0.01080,0.02670,0.02570,0.04100,0.04910,0.10530,0.16900,0.21050,0.24710,0.26800,0.30490,0.28630,0.22940,0.11650,0.21270,0.20620,0.22220,0.32410,0.43300,0.50710,0.59440,0.70780,0.76410,0.88780,0.97110,0.98800,0.98120,0.94640,0.85420,0.64570,0.33970,0.38280,0.32040,0.13310,0.04400,0.12340,0.20300,0.16520,0.10430,0.10660,0.21100,0.24170,0.16310,0.07690,0.07230,0.09120,0.08120,0.04960,0.01010,0.00890,0.00830,0.00800,0.00260,0.00790,0.00420,0.00710,0.00440,0.00220,0.00140,Mine
130,0.13710,0.12260,0.13850,0.14840,0.17760,0.14280,0.17730,0.21610,0.16300,0.20670,0.42570,0.54840,0.71310,0.70030,0.67770,0.79390,0.93820,0.89250,0.91460,0.78320,0.79600,0.79830,0.77160,0.66150,0.48600,0.55720,0.46970,0.56400,0.45170,0.33690,0.26840,0.23390,0.30520,0.30160,0.27530,0.10410,0.17570,0.31560,0.36030,0.27360,0.13010,0.24580,0.34040,0.17530,0.06790,0.10620,0.06430,0.05320,0.05310,0.02720,0.01710,0.01180,0.01290,0.03440,0.00650,0.00670,0.00220,0.00790,0.01460,0.00510,Mine
92,0.02530,0.08080,0.05070,0.02440,0.17240,0.38230,0.37290,0.35830,0.34290,0.21970,0.26530,0.32230,0.55820,0.69160,0.79430,0.71520,0.35120,0.20080,0.26760,0.42990,0.52800,0.34890,0.14300,0.54530,0.63380,0.77120,0.68380,0.80150,0.80730,0.83100,0.77920,0.50490,0.14130,0.27670,0.50840,0.47870,0.13560,0.22990,0.27890,0.38330,0.29330,0.11550,0.17050,0.12940,0.09090,0.08000,0.05670,0.01980,0.01140,0.01510,0.00850,0.01780,0.00730,0.00790,0.00380,0.01160,0.00330,0.00390,0.00810,0.00530,Rock
119,0.03630,0.04780,0.02980,0.02100,0.14090,0.19160,0.13490,0.16130,0.17030,0.14440,0.19890,0.21540,0.28630,0.35700,0.39800,0.43590,0.53340,0.63040,0.69950,0.74350,0.83790,0.86410,0.90140,0.94320,0.95360,1.00000,0.95470,0.97450,0.89620,0.71960,0.54620,0.31560,0.25250,0.19690,0.21890,0.15330,0.07110,0.14980,0.17550,0.22760,0.13220,0.10560,0.19730,0.16920,0.18810,0.11770,0.07790,0.04950,0.04920,0.01940,0.02500,0.01150,0.01900,0.00550,0.00960,0.00500,0.00660,0.01140,0.00730,0.00330,Mine
125,0.03880,0.03240,0.06880,0.08980,0.12670,0.15150,0.21340,0.26130,0.28320,0.27180,0.36450,0.39340,0.38430,0.46770,0.53640,0.48230,0.48350,0.58620,0.75790,0.69970,0.69180,0.86330,0.91070,0.93460,0.78840,0.85850,0.92610,0.70800,0.57790,0.52150,0.45050,0.31290,0.14480,0.10460,0.18200,0.15190,0.10170,0.14380,0.19860,0.20390,0.27780,0.28790,0.13310,0.11400,0.13100,0.14330,0.06240,0.01000,0.00980,0.01310,0.01520,0.02550,0.00710,0.02630,0.00790,0.01110,0.01070,0.00680,0.00970,0.00670,Mine
155,0.01170,0.00690,0.02790,0.05830,0.09150,0.12670,0.15770,0.19270,0.23610,0.21690,0.11800,0.07540,0.27820,0.37580,0.50930,0.65920,0.70710,0.75320,0.83570,0.85930,0.96150,0.98380,0.87050,0.64030,0.50670,0.53950,0.69340,0.84870,0.82130,0.59620,0.29500,0.27580,0.28850,0.18930,0.14460,0.09550,0.08880,0.08360,0.08940,0.15470,0.23180,0.22250,0.10350,0.17210,0.20170,0.17870,0.11120,0.03980,0.03050,0.00840,0.00390,0.00530,0.00290,0.00200,0.00130,0.00290,0.00200,0.00620,0.00260,0.00520,Mine
63,0.00860,0.02150,0.02420,0.04450,0.06670,0.07710,0.04990,0.09060,0.12290,0.11850,0.07750,0.11010,0.10420,0.08530,0.04560,0.13040,0.26900,0.29470,0.36690,0.49480,0.62750,0.81620,0.92370,0.87100,0.80520,0.87560,1.00000,0.98580,0.94270,0.81140,0.69870,0.68100,0.65910,0.69540,0.72900,0.66800,0.59170,0.48990,0.34390,0.23660,0.17160,0.10130,0.07660,0.08450,0.02600,0.03330,0.02050,0.03090,0.01010,0.00950,0.00470,0.00720,0.00540,0.00220,0.00160,0.00290,0.00580,0.00500,0.00240,0.00300,Rock
140,0.01640,0.06270,0.07380,0.06080,0.02330,0.10480,0.13380,0.06440,0.15220,0.07800,0.17910,0.26810,0.17880,0.10390,0.19800,0.32340,0.37480,0.25860,0.36800,0.35080,0.56060,0.52310,0.54690,0.69540,0.63520,0.67570,0.84990,0.80250,0.65630,0.85910,0.66550,0.53690,0.31180,0.37630,0.28010,0.08750,0.33190,0.42370,0.18010,0.37430,0.46270,0.16140,0.24940,0.32020,0.22650,0.11460,0.04760,0.09430,0.08240,0.01710,0.02440,0.02580,0.01430,0.02260,0.01870,0.01850,0.01100,0.00940,0.00780,0.01120,Mine
149,0.07120,0.09010,0.12760,0.14970,0.12840,0.11650,0.12850,0.16840,0.18300,0.21270,0.28910,0.39850,0.45760,0.58210,0.50270,0.19300,0.25790,0.31770,0.27450,0.61860,0.89580,0.74420,0.51880,0.28110,0.17730,0.66070,0.75760,0.51220,0.47010,0.54790,0.43470,0.12760,0.08460,0.09270,0.03130,0.09980,0.17810,0.15860,0.30010,0.22080,0.14550,0.28950,0.32030,0.14140,0.06290,0.07340,0.08050,0.06080,0.05650,0.02860,0.01540,0.01540,0.01560,0.00540,0.00300,0.00480,0.00870,0.01010,0.00950,0.00680,Mine
185,0.02690,0.03830,0.05050,0.07070,0.13130,0.21030,0.22630,0.25240,0.35950,0.59150,0.66750,0.56790,0.51750,0.33340,0.20020,0.28560,0.29370,0.34240,0.59490,0.75260,0.89590,0.81470,0.71090,0.73780,0.72010,0.82540,0.89170,0.98200,0.81790,0.48480,0.32030,0.27750,0.23820,0.29110,0.16750,0.31560,0.18690,0.33910,0.59930,0.41240,0.11810,0.36510,0.46550,0.47770,0.35170,0.09200,0.12270,0.17850,0.10850,0.03000,0.03460,0.01670,0.01990,0.01450,0.00810,0.00450,0.00430,0.00270,0.00550,0.00570,Mine
151,0.02090,0.02780,0.01150,0.04450,0.04270,0.07660,0.14580,0.14300,0.18940,0.18530,0.17480,0.15560,0.14760,0.13780,0.25840,0.38270,0.47840,0.53600,0.61920,0.79120,0.92640,1.00000,0.90800,0.74350,0.55570,0.31720,0.12950,0.05980,0.27220,0.36160,0.32930,0.48550,0.39360,0.18450,0.03420,0.24890,0.38370,0.35140,0.26540,0.17600,0.15990,0.08660,0.05900,0.08130,0.04920,0.04170,0.04950,0.03670,0.01150,0.01180,0.01330,0.00960,0.00140,0.00490,0.00390,0.00290,0.00780,0.00470,0.00210,0.00110,Mine
136,0.00940,0.06110,0.11360,0.12030,0.04030,0.12270,0.24950,0.45660,0.65870,0.50790,0.33500,0.08340,0.30040,0.39570,0.37690,0.38280,0.12470,0.13630,0.26780,0.91880,0.97790,0.32360,0.19440,0.18740,0.08850,0.34430,0.29530,0.59080,0.45640,0.73340,0.19690,0.27900,0.62120,0.86810,0.86210,0.93800,0.83270,0.94800,0.67210,0.44360,0.51630,0.38090,0.15570,0.14490,0.26620,0.18060,0.16990,0.25590,0.11290,0.02010,0.04800,0.02340,0.01750,0.03520,0.01580,0.03260,0.02010,0.01680,0.02450,0.01540,Mine
33,0.01950,0.02130,0.00580,0.01900,0.03190,0.05710,0.10040,0.06680,0.06910,0.02420,0.07280,0.06390,0.30020,0.38540,0.47670,0.46020,0.31750,0.41600,0.64280,1.00000,0.86310,0.52120,0.31560,0.59520,0.77320,0.60420,0.43750,0.54870,0.47200,0.62350,0.38510,0.15900,0.38910,0.52940,0.35040,0.44800,0.40410,0.50310,0.64750,0.54930,0.35480,0.20280,0.18820,0.08450,0.13150,0.15900,0.05620,0.06170,0.03430,0.03700,0.02610,0.01570,0.00740,0.02710,0.02030,0.00890,0.00950,0.00950,0.00210,0.00530,Rock
203,0.02720,0.03780,0.04880,0.08480,0.11270,0.11030,0.13490,0.23370,0.31130,0.39970,0.39410,0.33090,0.29260,0.17600,0.17390,0.20430,0.20880,0.26780,0.24340,0.18390,0.28020,0.61720,0.80150,0.83130,0.84400,0.84940,0.91680,1.00000,0.78960,0.53710,0.64720,0.65050,0.49590,0.21750,0.09900,0.04340,0.17080,0.19790,0.18800,0.11080,0.17020,0.05850,0.06380,0.13910,0.06380,0.05810,0.06410,0.10440,0.07320,0.02750,0.01460,0.00910,0.00450,0.00430,0.00430,0.00980,0.00540,0.00510,0.00650,0.01030,Mine
128,0.02090,0.02610,0.01200,0.07680,0.10640,0.16800,0.30160,0.34600,0.33140,0.41250,0.39430,0.13340,0.46220,0.99700,0.91370,0.82920,0.69940,0.78250,0.87890,0.85010,0.89200,0.94730,1.00000,0.89750,0.78060,0.83210,0.65020,0.45480,0.47320,0.33910,0.27470,0.09780,0.04770,0.14030,0.18340,0.21480,0.12710,0.19120,0.33910,0.34440,0.23690,0.11950,0.26650,0.25870,0.13930,0.10830,0.13830,0.13210,0.10690,0.03250,0.03160,0.00570,0.01590,0.00850,0.03720,0.01010,0.01270,0.02880,0.01290,0.00230,Mine
143,0.05260,0.05630,0.12190,0.12060,0.02460,0.10220,0.05390,0.04390,0.22910,0.16320,0.25440,0.28070,0.30110,0.33610,0.30240,0.22850,0.29100,0.13160,0.11510,0.34040,0.55620,0.63790,0.65530,0.73840,0.65340,0.54230,0.68770,0.73250,0.77260,0.82290,0.87870,0.91080,0.67050,0.60920,0.75050,0.47750,0.16660,0.37490,0.37760,0.21060,0.58860,0.56280,0.25770,0.52450,0.61490,0.51230,0.33850,0.14990,0.05460,0.02700,0.03800,0.03390,0.01490,0.03350,0.03760,0.01740,0.01320,0.01030,0.03640,0.02080,Mine
