Policy_id,Customer_id,Policy_State,Policy_Premium_Amt,auto_make,auto_model,Policy_start_date,Policy_end_date
355090,5369560,IN  ,1071,Toyota,Corolla,2013-04-09,2014-04-09
596785,8260099,IL  ,1154,Accura,TL,2015-03-04,2020-03-04
585324,4702128,OH  ,1551,Toyota,Corolla,2008-02-25,2009-02-25
662093,1178491,OH  ,1262,Honda,Civic,2005-09-06,2006-09-06
467841,3056197,IN  ,1074,Jeep,Wrangler,1994-10-11,1995-10-11
424358,3786853,OH  ,1282,Chevrolet,Silverado,2003-05-24,2004-05-24
694662,5350490,IL  ,1334,Nissan,Maxima,2017-02-15,2022-02-15
241567,7427104,IL  ,2197,Accura,MDX,2016-07-28,2021-07-28
566725,1382297,OH  ,1245,Mercedes,ML350,2013-04-25,2014-04-25
347984,7144403,OH  ,617,Mercedes,E400,2009-10-21,2010-10-21
461967,3162917,IL  ,1014,Saab,93,2015-06-25,9999-12-31
444427,6999975,IL  ,982,BMW,X5,2023-03-28,9999-12-31
263164,4068410,OH  ,1452,Toyota,Camry,2008-09-07,2009-09-07
533945,5740204,IL  ,1456,Audi,A5,2013-05-18,2018-05-18
836349,8089169,IL  ,1453,Chevrolet,Tahoe,2013-05-01,2014-05-01
979549,1364189,IL  ,1504,Volkswagen,Passat,2020-10-21,2025-10-21
431483,3810978,IN  ,1606,Accura,MDX,2013-10-03,2014-10-03
159536,4569791,IL  ,1201,Nissan,Pathfinder,2019-02-04,9999-12-31
143626,3251572,OH  ,1124,Ford,F150,1999-09-29,2000-09-29
343426,2165090,OH  ,1530,Jeep,Wrangler,1997-04-18,1998-04-18
718829,5363677,OH  ,1568,Toyota,Camry,1999-02-21,2000-02-21
290976,4975312,OH  ,1748,Volkswagen,Jetta,2006-04-10,2007-04-10
924318,1800366,IL  ,1237,Audi,A5,2020-07-27,2025-07-27
186934,1074203,IL  ,1486,Volkswagen,Passat,2015-01-05,9999-12-31
521597,2915608,IL  ,1504,Nissan,Pathfinder,2020-12-15,9999-12-31
722752,6942302,IL  ,1632,Suburu,Forrestor,2018-03-02,2023-03-02
386690,6210205,IN  ,1050,BMW,X5,2006-02-21,2007-02-21
987524,8882894,IL  ,1381,BMW,M5,2014-11-13,2015-11-13
667021,5529384,OH  ,1138,Volkswagen,Passat,2007-05-02,2008-05-02
998197,1179603,IL  ,1483,Saab,95,2014-10-25,2015-10-25
290162,3276567,IN  ,1677,Volkswagen,Jetta,1994-03-12,1995-03-12
391652,3327111,OH  ,1382,Chevrolet,Malibu,1998-10-12,1999-10-12
954191,3117553,OH  ,1403,Honda,Accord,2010-02-17,2011-02-17
556270,3386786,IN  ,1331,Saab,95,1995-02-21,1996-02-21
248467,4651419,IL  ,1171,Chevrolet,Malibu,2012-10-06,2013-10-06
955958,2596838,IL  ,1453,Ford,Escape,2015-07-18,2020-07-18
421945,2933388,IN  ,1434,Jeep,Grand Cherokee,2014-12-03,2015-12-03
600845,7247687,IL  ,1590,Chevrolet,Silverado,2013-01-05,2018-01-05
555374,5353898,IL  ,976,Jeep,Grand Cherokee,2019-01-05,2024-01-05
287441,7757195,OH  ,1534,Saab,92x,2011-03-11,2012-03-11
430799,6326530,OH  ,1536,Dodge,RAM,2008-07-25,2009-07-25
651866,3048175,IL  ,1096,Chevrolet,Silverado,2011-07-07,2012-07-07
420948,3309391,IL  ,1372,Toyota,Corolla,2021-01-03,2026-01-03
485295,1258079,OH  ,1260,Jeep,Wrangler,2005-04-28,2006-04-28
480099,4554479,IN  ,1239,Audi,A5,2003-09-09,2004-09-09
514424,2034469,IN  ,1366,Saab,93,1992-10-11,1993-10-11
175558,7323659,OH  ,1638,Saab,95,2002-10-25,2003-10-25
231508,7042610,IL  ,1367,Saab,92x,2009-09-16,2010-09-16
369053,5424952,IL  ,1577,Dodge,RAM,2011-12-05,2012-12-05
442494,4257107,IN  ,1780,Ford,F150,2002-06-06,2003-06-06
654974,4244195,OH  ,803,Audi,A3,2009-05-10,2010-05-10
411477,3665825,OH  ,793,Dodge,Neon,2001-12-25,2002-12-25
439844,8799514,IL  ,1543,Audi,A3,2014-06-11,2015-06-11
935282,2278080,IL  ,1548,Toyota,Camry,2025-01-09,9999-12-31
628342,5203195,IN  ,1128,Chevrolet,Tahoe,2008-05-14,2009-05-14
226330,3955622,IL  ,1057,Audi,A3,2013-01-23,2014-01-23
872739,7829806,IN  ,1053,Accura,MDX,1990-11-19,1991-11-19
521699,3032457,IL  ,886,Dodge,Neon,1997-09-03,1998-09-03
847123,4962309,IL  ,1492,Dodge,RAM,2015-03-19,2020-03-19
411482,3197655,OH  ,843,Dodge,Neon,2002-06-25,2003-06-25
854021,8574959,OH  ,1203,Honda,Accord,2010-04-29,2011-04-29
247121,5960704,IL  ,1353,Suburu,Impreza,2023-12-02,9999-12-31
547802,3836491,IL  ,1618,Saab,92x,2019-09-03,2024-09-03
394980,8656813,IN  ,1580,Toyota,Corolla,2002-12-02,2003-12-02
797634,2294031,OH  ,1216,Chevrolet,Silverado,2009-11-12,2010-11-12
275097,6000579,IL  ,1616,Nissan,Pathfinder,2023-09-14,9999-12-31
291907,5841264,IL  ,1215,Dodge,Neon,2015-05-06,9999-12-31
230223,2758538,IL  ,1969,Dodge,RAM,2008-09-06,2009-09-06
330511,4654224,OH  ,1472,Nissan,Ultima,1996-03-19,1997-03-19
326294,8723151,OH  ,1098,Ford,F150,2004-07-03,2005-07-03
413978,4050794,IN  ,1333,Nissan,Pathfinder,2000-06-04,2001-06-04
856158,1913837,OH  ,1305,Nissan,Ultima,2003-01-09,2004-01-09
267808,2292327,IL  ,916,Mercedes,E400,1998-09-10,1999-09-10
596785,8260099,IL  ,1154,Accura,TL,2015-03-04,2020-03-04
594744,3986629,IL  ,1392,Toyota,Camry,2006-12-16,2007-12-16
100804,5216814,IL  ,1459,Saab,95,2012-02-24,2013-02-24
166264,3806188,OH  ,1038,Suburu,Legacy,2010-01-12,2011-01-12
694662,5350490,IL  ,1384,Nissan,Maxima,2022-02-15,9999-12-31
241567,7427104,IL  ,2247,Accura,MDX,2021-07-28,9999-12-31
666338,1701672,IL  ,1387,Ford,F150,2008-12-19,2009-12-19
865612,5239357,IN  ,1612,Suburu,Legacy,1993-10-18,1994-10-18
461967,3162917,IL  ,1064,Saab,93,2020-06-25,9999-12-31
982876,4100662,IN  ,1312,Nissan,Pathfinder,1998-01-27,1999-01-27
442795,8261802,OH  ,1054,Mercedes,C300,1996-07-07,1997-07-07
533945,5740204,IL  ,1506,Audi,A5,2018-05-18,2023-05-18
836349,8089169,IL  ,1453,Chevrolet,Tahoe,2013-05-01,2014-05-01
979549,1364189,IL  ,1454,Volkswagen,Passat,2015-10-21,9999-12-31
910609,6593311,IN  ,1412,Saab,93,1992-10-14,1993-10-14
159536,4569791,IL  ,1201,Nissan,Pathfinder,2019-02-04,9999-12-31
343161,4042723,IL  ,993,BMW,M5,2014-06-10,2015-06-10
307452,7931099,IL  ,1565,Mercedes,ML350,1990-09-17,1991-09-17
858065,3075229,IL  ,1259,BMW,3 Series,2004-11-30,2005-11-30
922167,6958403,OH  ,1141,Mercedes,C300,1993-02-23,1994-02-23
924318,1800366,IL  ,1187,Audi,A5,2015-07-27,9999-12-31
186934,1074203,IL  ,1536,Volkswagen,Passat,2020-01-05,9999-12-31
521597,2915608,IL  ,1554,Nissan,Pathfinder,2025-12-15,9999-12-31
722752,6942302,IL  ,1682,Suburu,Forrestor,2023-03-02,9999-12-31
346007,3251113,OH  ,885,BMW,X6,1991-02-20,1992-02-20
987524,8882894,IL  ,1381,BMW,M5,2014-11-13,2015-11-13
497929,4621561,OH  ,1733,Mercedes,ML350,2009-09-19,2010-09-19
998197,1179603,IL  ,1483,Saab,95,2014-10-25,2015-10-25
246440,6344432,IL  ,1850,Jeep,Grand Cherokee,2002-01-05,2003-01-05
743168,5146215,OH  ,1267,Dodge,Neon,2001-10-09,2002-10-09
781181,1255763,OH  ,1402,Jeep,Wrangler,2005-06-27,2006-06-27
326185,4025200,IL  ,1354,Audi,A5,2002-11-25,2003-11-25
248467,4651419,IL  ,1221,Chevrolet,Malibu,2013-10-06,2018-10-06
955958,2596838,IL  ,1453,Ford,Escape,2015-07-18,2020-07-18
608039,6463232,IL  ,1155,Accura,TL,2004-12-28,2005-12-28
600845,7247687,IL  ,1590,Chevrolet,Silverado,2013-01-05,2018-01-05
555374,5353898,IL  ,976,Jeep,Grand Cherokee,2019-01-05,9999-12-31
960680,3368112,IN  ,1318,Volkswagen,Jetta,1994-08-21,1995-08-21
993840,2460297,IL  ,1793,Chevrolet,Malibu,2013-07-12,2014-07-12
651866,3048175,IL  ,1096,Chevrolet,Silverado,2011-07-07,2012-07-07
420948,3309391,IL  ,1322,Toyota,Corolla,2016-01-03,9999-12-31
913342,5857719,OH  ,962,Audi,A5,2008-08-10,2009-08-10
769480,7578175,OH  ,1418,Accura,MDX,2005-02-26,2006-02-26
209177,7771423,IN  ,1448,Toyota,Highlander,2009-11-17,2010-11-17
797939,5651568,IN  ,1016,Volkswagen,Passat,1999-10-07,2000-10-07
576723,7413832,IL  ,1611,BMW,3 Series,1999-12-07,2000-12-07
369053,5424952,IL  ,1627,Dodge,RAM,2012-12-05,2017-12-05
727797,2023627,OH  ,1024,Nissan,Ultima,2014-11-19,2015-11-19
804751,1331509,OH  ,838,Dodge,Neon,1997-09-11,1998-09-11
174706,1320843,IL  ,1364,Saab,92x,1996-12-19,1997-12-19
439844,8799514,IL  ,1543,Audi,A3,2014-06-11,2015-06-11
965187,8084865,OH  ,1257,Dodge,Neon,1990-03-26,1991-03-26
812989,3193819,IN  ,1178,Jeep,Wrangler,2004-03-06,2005-03-06
226330,3955622,IL  ,1057,Audi,A3,2013-01-23,2014-01-23
735827,2527915,IN  ,1421,Audi,A5,1996-02-28,1997-02-28
795847,2626020,IL  ,1441,Nissan,Maxima,1995-12-17,1996-12-17
847123,4962309,IL  ,1492,Dodge,RAM,2015-03-19,2020-03-19
728025,4414390,IN  ,1935,Mercedes,E400,1990-02-15,1991-02-15
574712,2881741,IN  ,1205,Dodge,RAM,2006-02-23,2007-02-23
134435,2685162,IN  ,1538,Chevrolet,Tahoe,2007-06-06,2008-06-06
547802,3836491,IL  ,1618,Saab,92x,2019-09-03,9999-12-31
687644,5717667,IN  ,1231,Dodge,Neon,2005-09-07,2006-09-07
454091,1620029,IN  ,1202,Mercedes,E400,1993-05-10,1994-05-10
491392,1667867,IL  ,1362,Saab,95,1992-07-03,1993-07-03
291907,5841264,IL  ,1265,Dodge,Neon,2020-05-06,9999-12-31
498764,8696701,IL  ,1376,Jeep,Grand Cherokee,1997-03-05,1998-03-05
379268,2763998,IN  ,1209,Volkswagen,Jetta,2012-08-05,2013-08-05
439346,4616247,IN  ,1190,Chevrolet,Silverado,1992-01-20,1993-01-20
556415,8464798,OH  ,1108,Saab,92x,1991-08-22,1992-08-22
407963,6789782,IL  ,1113,Dodge,Neon,1992-01-20,1993-01-20
558943,6643110,OH  ,1249,Nissan,Maxima,2005-12-08,2006-12-08
596785,8260099,IL  ,1204,Accura,TL,2020-03-04,2025-03-04
348814,5209016,IL  ,1245,Ford,Escape,1992-09-24,1993-09-24
100804,5216814,IL  ,1459,Saab,95,2012-02-24,2013-02-24
774308,3977859,OH  ,1521,Dodge,Neon,2002-10-13,2003-10-13
582016,3975837,IL  ,1295,Mercedes,C300,1997-09-10,1998-09-10
364060,5414004,IN  ,1538,Saab,95,2001-11-14,2002-11-14
507545,4193733,IL  ,1298,Saab,92x,1998-12-07,1999-12-07
369941,7884537,OH  ,1330,Dodge,Neon,2007-07-24,2008-07-24
461967,3162917,IL  ,1064,Saab,93,2020-06-25,9999-12-31
225865,1226420,IL  ,1252,Honda,CRV,1991-11-04,1992-11-04
521854,4817321,IN  ,1096,Audi,A3,2001-02-16,2002-02-16
533945,5740204,IL  ,1556,Audi,A5,2023-05-18,9999-12-31
836349,8089169,IL  ,1503,Chevrolet,Tahoe,2014-05-01,2019-05-01
979549,1364189,IL  ,1504,Volkswagen,Passat,2020-10-21,9999-12-31
379887,8782739,IL  ,1325,Nissan,Ultima,2013-05-07,2014-05-07
159536,4569791,IL  ,1251,Nissan,Pathfinder,2024-02-04,9999-12-31
343161,4042723,IL  ,993,BMW,M5,2014-06-10,2015-06-10
824121,8319378,IL  ,1737,Audi,A3,1998-11-05,1999-11-05
686527,4903361,IN  ,1219,Toyota,Camry,2001-06-27,2002-06-27
932502,6901083,IL  ,1439,Ford,Escape,2010-05-11,2011-05-11
924318,1800366,IL  ,1237,Audi,A5,2020-07-27,9999-12-31
186934,1074203,IL  ,1536,Volkswagen,Passat,2020-01-05,9999-12-31
153298,3410362,OH  ,990,Dodge,RAM,2009-03-23,2010-03-23
291544,7503798,OH  ,1319,Saab,92x,2006-08-02,2007-08-02
302674,5141923,IL  ,1573,Jeep,Grand Cherokee,2006-12-29,2007-12-29
987524,8882894,IL  ,1431,BMW,M5,2015-11-13,2020-11-13
740389,7980255,IN  ,1504,Suburu,Forrestor,1994-04-29,1995-04-29
998197,1179603,IL  ,1533,Saab,95,2015-10-25,2020-10-25
522506,4875831,IL  ,1399,Ford,Fusion,1992-03-15,1993-03-15
219033,5482464,OH  ,1361,Ford,F150,1992-01-18,1993-01-18
520184,4463341,OH  ,1521,Chevrolet,Tahoe,1992-11-29,1993-11-29
882925,2077326,OH  ,1265,Nissan,Maxima,2006-07-01,2007-07-01
248467,4651419,IL  ,1221,Chevrolet,Malibu,2013-10-06,2018-10-06
955958,2596838,IL  ,1503,Ford,Escape,2020-07-18,2025-07-18
505974,3147099,OH  ,1772,Suburu,Legacy,1998-10-07,1999-10-07
600845,7247687,IL  ,1640,Chevrolet,Silverado,2018-01-05,2023-01-05
555374,5353898,IL  ,976,Jeep,Grand Cherokee,2019-01-05,9999-12-31
403776,4169555,IN  ,1317,Ford,Fusion,2012-04-27,2013-04-27
993840,2460297,IL  ,1793,Chevrolet,Malibu,2013-07-12,2014-07-12
651866,3048175,IL  ,1146,Chevrolet,Silverado,2012-07-07,2017-07-07
420948,3309391,IL  ,1372,Toyota,Corolla,2021-01-03,9999-12-31
283272,6043456,OH  ,1140,Volkswagen,Jetta,2013-01-29,2014-01-29
996850,5506136,OH  ,1397,Accura,MDX,1995-03-08,1996-03-08
205139,4617508,IN  ,1270,Saab,93,2013-06-02,2014-06-02
491489,2643712,IL  ,1193,Nissan,Ultima,1995-05-18,1996-05-18
531165,6148093,IL  ,1056,Suburu,Legacy,2012-07-12,2013-07-12
369053,5424952,IL  ,1627,Dodge,RAM,2012-12-05,2017-12-05
505014,3362365,IL  ,1251,Jeep,Grand Cherokee,2001-12-27,2002-12-27
235874,8586919,IL  ,1289,Mercedes,ML350,2011-07-22,2012-07-22
485642,2909183,OH  ,1276,Saab,93,1990-08-25,1991-08-25
439844,8799514,IL  ,1593,Audi,A3,2015-06-11,2020-06-11
332867,2371099,IN  ,1362,Dodge,Neon,1993-12-13,1994-12-13
749325,2915368,IL  ,948,Ford,Escape,2000-03-22,2001-03-22
226330,3955622,IL  ,1107,Audi,A3,2014-01-23,2019-01-23
107181,8675179,IN  ,942,Suburu,Legacy,1999-11-14,2000-11-14
413192,8943356,IN  ,1453,Accura,MDX,1997-10-02,1998-10-02
847123,4962309,IL  ,1542,Dodge,RAM,2020-03-19,2025-03-19
970607,4263575,OH  ,1019,BMW,X5,1995-03-28,1996-03-28
106186,2594003,IL  ,1389,Saab,93,2011-12-02,2012-12-02
630998,1862549,OH  ,1117,BMW,3 Series,2003-04-09,2004-04-09
547802,3836491,IL  ,1618,Saab,92x,2019-09-03,9999-12-31
593390,4246535,IL  ,924,Audi,A5,2006-03-24,2007-03-24
584864,5143001,IL  ,1608,Suburu,Impreza,1992-10-04,1993-10-04
599262,6956074,IN  ,1525,Saab,95,2001-09-25,2002-09-25
291907,5841264,IL  ,1265,Dodge,Neon,2020-05-06,9999-12-31
448966,6766837,IL  ,1525,Dodge,RAM,2006-10-30,2007-10-30
751910,5708617,OH  ,1533,Volkswagen,Passat,2001-11-16,2002-11-16
167236,7902224,IN  ,1522,Nissan,Maxima,1994-07-26,1995-07-26
630231,4870658,IL  ,1461,Honda,Civic,2006-06-10,2007-06-10
327861,6445717,OH  ,1058,Dodge,Neon,2015-02-27,2016-02-27
296960,5916330,IL  ,1362,BMW,X5,1997-01-18,1998-01-18
596785,8260099,IL  ,1154,Accura,TL,2015-03-04,9999-12-31
873864,5729636,OH  ,852,Mercedes,E400,1993-04-14,1994-04-14
100804,5216814,IL  ,1509,Saab,95,2013-02-24,2018-02-24
372891,7582569,IN  ,1009,BMW,X5,2000-06-26,2001-06-26
165490,5957780,IL  ,1370,Accura,MDX,1998-08-12,1999-08-12
600850,2203810,IL  ,1590,Chevrolet,Silverado,2012-07-05,2013-07-05
396224,5571305,IN  ,1455,Honda,Civic,2009-09-08,2010-09-08
753452,5302872,IL  ,1174,Toyota,Camry,1996-07-23,1997-07-23
461967,3162917,IL  ,1114,Saab,93,2025-06-25,9999-12-31
192524,5242412,IL  ,1133,Volkswagen,Jetta,2004-01-02,2005-01-02
942111,6951414,OH  ,1817,Audi,A5,1994-02-28,1995-02-28
967761,3793790,OH  ,1438,Ford,Escape,2007-10-28,2008-10-28
836349,8089169,IL  ,1503,Chevrolet,Tahoe,2014-05-01,2019-05-01
979549,1364189,IL  ,1504,Volkswagen,Passat,2020-10-21,9999-12-31
379887,8782739,IL  ,1325,Nissan,Ultima,2013-05-07,2014-05-07
382399,8532801,OH  ,1220,Nissan,Pathfinder,1996-07-23,1997-07-23
343161,4042723,IL  ,1043,BMW,M5,2015-06-10,2020-06-10
227249,4623578,IN  ,1116,Audi,A3,1997-05-30,1998-05-30
807369,7900176,IN  ,1418,Dodge,RAM,1992-06-19,1993-06-19
932502,6901083,IL  ,1489,Ford,Escape,2011-05-11,2016-05-11
924318,1800366,IL  ,1237,Audi,A5,2020-07-27,9999-12-31
186934,1074203,IL  ,1586,Volkswagen,Passat,2025-01-05,9999-12-31
577858,4880817,OH  ,1148,Honda,CRV,1990-09-16,1991-09-16
783499,3760703,OH  ,1587,Chevrolet,Silverado,2015-03-02,2016-03-02
921202,7452645,OH  ,1374,Accura,TL,2014-12-28,2015-12-28
987524,8882894,IL  ,1431,BMW,M5,2015-11-13,2020-11-13
153303,8028234,OH  ,1040,Dodge,RAM,2009-09-23,2010-09-23
998197,1179603,IL  ,1533,Saab,95,2015-10-25,2020-10-25
388671,8795999,OH  ,1554,Honda,Civic,1997-05-01,1998-05-01
165565,2929457,OH  ,1628,Jeep,Grand Cherokee,2009-02-20,2010-02-20
815883,1444052,OH  ,1305,BMW,X5,1991-07-02,1992-07-02
883985,6830364,OH  ,1253,Nissan,Ultima,2015-06-13,2016-06-13
248467,4651419,IL  ,1271,Chevrolet,Malibu,2018-10-06,2023-10-06
955958,2596838,IL  ,1453,Ford,Escape,2015-07-18,9999-12-31
110122,2875733,IN  ,1206,Audi,A3,2002-04-02,2003-04-02
600845,7247687,IL  ,1690,Chevrolet,Silverado,2023-01-05,9999-12-31
555374,5353898,IL  ,1026,Jeep,Grand Cherokee,2024-01-05,9999-12-31
740505,3415743,IL  ,1242,Accura,RSX,1997-10-12,1998-10-12
993840,2460297,IL  ,1843,Chevrolet,Malibu,2014-07-12,2019-07-12
651866,3048175,IL  ,1146,Chevrolet,Silverado,2012-07-07,2017-07-07
420948,3309391,IL  ,1372,Toyota,Corolla,2021-01-03,9999-12-31
564659,2475453,OH  ,1054,Dodge,RAM,2004-01-16,2005-01-16
623653,4565267,IL  ,1520,Saab,93,1993-11-19,1994-11-19
282200,5048017,OH  ,1443,Ford,F150,2015-02-17,2016-02-17
403742,3922183,IN  ,1497,Accura,MDX,1992-06-06,1993-06-06
531165,6148093,IL  ,1056,Suburu,Legacy,2012-07-12,2013-07-12
369053,5424952,IL  ,1677,Dodge,RAM,2017-12-05,2022-12-05
824733,5941399,IL  ,1211,Nissan,Ultima,2013-10-24,2014-10-24
235874,8586919,IL  ,1289,Mercedes,ML350,2011-07-22,2012-07-22
947598,4873189,IN  ,1114,Toyota,Highlander,2002-06-20,2003-06-20
439844,8799514,IL  ,1593,Audi,A3,2015-06-11,2020-06-11
225870,1573745,IL  ,1302,Honda,CRV,1992-05-04,1993-05-04
608518,2518603,IN  ,898,Suburu,Forrestor,2003-01-18,2004-01-18
226330,3955622,IL  ,1107,Audi,A3,2014-01-23,2019-01-23
694667,4315254,IL  ,1284,Nissan,Maxima,2011-08-15,2012-08-15
749330,8602343,IL  ,998,Ford,Escape,2000-09-22,2001-09-22
847123,4962309,IL  ,1492,Dodge,RAM,2015-03-19,9999-12-31
947603,8252461,IN  ,1164,Toyota,Highlander,2002-12-20,2003-12-20
106186,2594003,IL  ,1389,Saab,93,2011-12-02,2012-12-02
163166,8500885,IL  ,1388,Saab,93,1999-05-11,2000-05-11
547802,3836491,IL  ,1668,Saab,92x,2024-09-03,9999-12-31
336614,1480605,IL  ,1088,BMW,3 Series,2003-08-01,2004-08-01
517240,7363683,OH  ,1352,BMW,X5,2001-05-13,2002-05-13
354110,2684633,IN  ,1288,Accura,MDX,1994-12-08,1995-12-08
291907,5841264,IL  ,1315,Dodge,Neon,2025-05-06,9999-12-31
307200,8128407,IN  ,1464,Chevrolet,Silverado,1996-04-18,1997-04-18
228408,2071013,IN  ,1485,Chevrolet,Tahoe,2004-10-20,2005-10-20
871305,7164666,IL  ,1537,Ford,Fusion,1992-02-14,1993-02-14
985436,2367472,IL  ,1495,Mercedes,E400,2003-08-09,2004-08-09
171188,8750091,IN  ,721,Ford,Escape,1990-08-01,1991-08-01
184943,3289580,IL  ,1390,Saab,92x,1999-11-22,2000-11-22
596785,8260099,IL  ,1204,Accura,TL,2020-03-04,9999-12-31
477177,6425491,IL  ,1226,Ford,Fusion,1990-08-15,1991-08-15
100804,5216814,IL  ,1509,Saab,95,2013-02-24,2018-02-24
405538,7652975,OH  ,1133,Honda,CRV,2015-04-03,2016-04-03
431583,6783234,IL  ,1124,Toyota,Camry,2000-05-15,2001-05-15
600850,2203810,IL  ,1590,Chevrolet,Silverado,2012-07-05,2013-07-05
794539,5555822,OH  ,1484,Nissan,Maxima,1992-06-14,1993-06-14
143631,6156582,OH  ,1174,Ford,F150,2000-03-29,2001-03-29
171259,6680274,OH  ,1562,BMW,3 Series,1995-05-07,1996-05-07
538471,7391909,IN  ,1241,Ford,Fusion,1996-01-29,1997-01-29
872819,1642360,IL  ,1191,Mercedes,E400,1992-12-13,1993-12-13
756459,8904313,IN  ,1326,Mercedes,ML350,2005-08-05,2006-08-05
836349,8089169,IL  ,1553,Chevrolet,Tahoe,2019-05-01,2024-05-01
979549,1364189,IL  ,1554,Volkswagen,Passat,2025-10-21,9999-12-31
379887,8782739,IL  ,1375,Nissan,Ultima,2014-05-07,2019-05-07
808549,8625663,IL  ,1408,Suburu,Impreza,1991-08-05,1992-08-05
343161,4042723,IL  ,1043,BMW,M5,2015-06-10,2020-06-10
924323,4578802,IL  ,1187,Audi,A5,2015-01-27,2016-01-27
185129,2345405,IL  ,986,Audi,A5,2002-06-07,2003-06-07
932502,6901083,IL  ,1539,Ford,Escape,2016-05-11,2021-05-11
924318,1800366,IL  ,1287,Audi,A5,2025-07-27,9999-12-31
710741,7985447,IL  ,1106,Dodge,RAM,2001-09-12,2002-09-12
640479,7952781,IN  ,1242,Dodge,RAM,2011-02-01,2012-02-01
743163,2486634,OH  ,1217,Dodge,Neon,2001-04-09,2002-04-09
961496,1170828,IL  ,1123,Chevrolet,Tahoe,1992-01-05,1993-01-05
987524,8882894,IL  ,1481,BMW,M5,2020-11-13,2025-11-13
476923,1444713,IL  ,1219,Nissan,Pathfinder,2004-09-19,2005-09-19
998197,1179603,IL  ,1583,Saab,95,2020-10-25,2025-10-25
619589,2850953,IL  ,1383,Jeep,Grand Cherokee,2006-03-28,2007-03-28
607356,7960085,IN  ,1666,Dodge,Neon,1999-06-11,2000-06-11
512899,3934933,OH  ,1203,Toyota,Corolla,1991-04-02,1992-04-02
672416,2574058,IN  ,1375,Ford,Fusion,2013-04-20,2014-04-20
248467,4651419,IL  ,1321,Chevrolet,Malibu,2023-10-06,9999-12-31
955958,2596838,IL  ,1503,Ford,Escape,2020-07-18,9999-12-31
718433,7359006,IN  ,1447,Ford,Escape,2012-01-15,2013-01-15
824728,4723450,IL  ,1161,Nissan,Ultima,2013-04-24,2014-04-24
865839,8626958,IL  ,1371,Suburu,Legacy,1991-08-02,1992-08-02
338070,1938149,IN  ,1037,Nissan,Ultima,2006-01-25,2007-01-25
993840,2460297,IL  ,1843,Chevrolet,Malibu,2014-07-12,2019-07-12
651866,3048175,IL  ,1196,Chevrolet,Silverado,2017-07-07,2022-07-07
420948,3309391,IL  ,1422,Toyota,Corolla,2026-01-03,9999-12-31
627545,3270961,OH  ,1539,Saab,95,2010-11-21,2011-11-21
714784,7762173,IN  ,1008,Toyota,Camry,2004-07-16,2005-07-16
485664,1500651,IN  ,1155,Jeep,Wrangler,2002-11-25,2003-11-25
284143,3782894,IL  ,1344,Accura,MDX,2008-04-23,2009-04-23
531165,6148093,IL  ,1106,Suburu,Legacy,2013-07-12,2018-07-12
369053,5424952,IL  ,1727,Dodge,RAM,2022-12-05,9999-12-31
824733,5941399,IL  ,1211,Nissan,Ultima,2013-10-24,2014-10-24
235874,8586919,IL  ,1339,Mercedes,ML350,2012-07-22,2017-07-22
818413,3583150,OH  ,1377,Toyota,Camry,1990-02-23,1991-02-23
439844,8799514,IL  ,1643,Audi,A3,2020-06-11,2025-06-11
871310,7448004,IL  ,1587,Ford,Fusion,1992-08-14,1993-08-14
623648,3627287,IL  ,1470,Saab,93,1993-05-19,1994-05-19
226330,3955622,IL  ,1157,Audi,A3,2019-01-23,2024-01-23
694667,4315254,IL  ,1284,Nissan,Maxima,2011-08-15,2012-08-15
931630,4532067,IN  ,1416,Nissan,Maxima,2013-04-18,2014-04-18
847123,4962309,IL  ,1542,Dodge,RAM,2020-03-19,9999-12-31
287494,3139048,IL  ,999,Mercedes,ML350,1994-08-03,1995-08-03
106186,2594003,IL  ,1439,Saab,93,2012-12-02,2017-12-02
979963,2429881,IN  ,982,Honda,CRV,2009-06-03,2010-06-03
498759,5059591,IL  ,1326,Jeep,Grand Cherokee,1996-09-05,1997-09-05
736887,5578095,IN  ,933,Ford,Escape,1996-08-02,1997-08-02
922937,4242454,IN  ,935,Volkswagen,Jetta,1992-12-11,1993-12-11
730973,7322258,IN  ,1223,Jeep,Wrangler,2010-01-11,2011-01-11
488464,5287406,OH  ,1007,Jeep,Wrangler,2006-10-01,2007-10-01
223409,5415699,IL  ,945,Suburu,Legacy,2002-07-23,2003-07-23
958785,5451324,OH  ,1216,Suburu,Forrestor,1995-02-18,1996-02-18
736776,3319336,IN  ,1514,Audi,A3,1992-06-14,1993-06-14
565564,6014717,OH  ,1538,Volkswagen,Passat,2007-02-07,2008-02-07
513099,7993729,IN  ,1532,Dodge,RAM,2005-10-15,2006-10-15
710746,4696159,IL  ,1156,Dodge,RAM,2002-03-12,2003-03-12
596785,8260099,IL  ,1204,Accura,TL,2020-03-04,9999-12-31
648509,6280140,IN  ,897,Jeep,Wrangler,2010-03-06,2011-03-06
100804,5216814,IL  ,1559,Saab,95,2018-02-24,2023-02-24
876714,3138276,IL  ,1603,Toyota,Corolla,1991-11-03,1992-11-03
779080,4943494,IN  ,1398,Chevrolet,Malibu,2010-08-27,2011-08-27
600850,2203810,IL  ,1640,Chevrolet,Silverado,2013-07-05,2018-07-05
751612,3565430,IN  ,1464,Toyota,Highlander,2009-06-22,2010-06-22
598308,1254808,IN  ,1333,Dodge,RAM,1992-01-28,1993-01-28
